2025-08-31;;;14:21:02.601;[148] keepalive
2025-08-31;14:21:02.279;[84] PING;14:21:04.281;(таймаут)
2025-08-31;14:21:05.114;[85] PING;14:21:05.899;[149/85] PONG (2)
2025-08-31;;;14:21:07.602;[152] keepalive
2025-08-31;14:21:07.855;[86] PING;14:21:08.534;[153/86] PONG (2)
2025-08-31;14:21:10.026;[87] PING;14:21:10.566;[154/87] PONG (2)
2025-08-31;;;14:21:12.603;[156] keepalive
2025-08-31;14:21:12.592;[88] PING;14:21:12.760;[156/88] PONG (2)
2025-08-31;14:21:13.294;[89] PING;14:21:13.804;[157/89] PONG (2)
2025-08-31;14:21:14.732;[90] PING;14:21:15.069;[159/90] PONG (2)
2025-08-31;;;14:21:17.605;[161] keepalive
2025-08-31;14:21:17.567;[91] PING;14:21:18.520;[161/91] PONG (2)
2025-08-31;14:21:20.132;[92] PING;14:21:20.346;[162/92] PONG (2)
2025-08-31;14:21:20.657;[93] PING;14:21:21.047;[163/93] PONG (2)
2025-08-31;;;14:21:22.606;[165] keepalive
2025-08-31;14:21:23.044;[94] PING;14:21:24.019;[165/94] PONG (2)
2025-08-31;14:21:25.036;[95] PING;14:21:25.199;[167/95] PONG (2)
2025-08-31;;;14:21:27.607;[168] keepalive
2025-08-31;14:21:26.079;[96] PING;14:21:28.080;(таймаут)
2025-08-31;14:21:28.918;[97] PING;14:21:29.042;[169/97] PONG (2)
2025-08-31;14:21:30.950;[98] PING;14:21:31.736;[171/98] PONG (2)
2025-08-31;;;14:21:32.608;[173] keepalive
2025-08-31;14:21:33.671;[99] PING;14:21:34.229;[174/99] PONG (2)
2025-08-31;14:21:35.989;[100] PING;14:21:36.439;[175/100] PONG (2)
2025-08-31;;;14:21:37.609;[177] keepalive
2025-08-31;14:21:38.516;[101] PING;14:21:39.244;[178/101] PONG (2)
2025-08-31;14:21:40.289;[102] PING;14:21:40.481;[179/102] PONG (2)
2025-08-31;;;14:21:42.611;[181] keepalive
2025-08-31;14:21:43.084;[103] PING;14:21:43.432;[181/103] PONG (2)
2025-08-31;14:21:46.251;[104] PING;14:21:46.533;[184/104] PONG (2)
2025-08-31;;;14:21:47.612;[185] keepalive
2025-08-31;14:21:48.177;[105] PING;14:21:48.804;[186/105] PONG (2)
2025-08-31;14:21:49.601;[106] PING;14:21:49.943;[187/106] PONG (2)
2025-08-31;;;14:21:52.613;[190] keepalive
2025-08-31;14:21:52.637;[107] PING;14:21:54.639;(таймаут)
2025-08-31;14:21:54.948;[108] PING;14:21:55.394;[191/108] PONG (2)
2025-08-31;14:21:56.303;[109] PING;14:21:56.489;[192/109] PONG (2)
2025-08-31;;;14:21:57.615;[194] keepalive
2025-08-31;14:21:58.120;[110] PING;14:21:58.959;[194/110] PONG (2)
2025-08-31;14:21:59.650;[111] PING;14:22:00.279;[195/111] PONG (2)
2025-08-31;14:22:01.952;[112] PING;14:22:02.548;[196/112] PONG (2)
2025-08-31;;;14:22:02.616;[197] keepalive
2025-08-31;14:22:04.883;[113] PING;14:22:05.469;[198/113] PONG (2)
2025-08-31;14:22:07.065;[114] PING;14:22:07.600;[201/114] PONG (2)
2025-08-31;;;14:22:07.617;[202] keepalive
2025-08-31;14:22:09.626;[115] PING;14:22:09.730;[202/115] PONG (2)
2025-08-31;;;14:22:12.619;[203] keepalive
2025-08-31;14:22:12.690;[116] PING;14:22:12.908;[203/116] PONG (2)
2025-08-31;14:22:13.516;[117] PING;14:22:13.870;[204/117] PONG (2)
2025-08-31;14:22:14.545;[118] PING;14:22:15.005;[205/118] PONG (2)
2025-08-31;14:22:15.490;[119] PING;14:22:16.374;[206/119] PONG (2)
2025-08-31;;;14:22:17.621;[208] keepalive
2025-08-31;14:22:17.813;[120] PING;14:22:18.165;[208/120] PONG (2)
2025-08-31;14:22:19.826;[121] PING;14:22:20.482;[210/121] PONG (2)
2025-08-31;14:22:20.935;[122] PING;14:22:21.785;[211/122] PONG (2)
2025-08-31;;;14:22:22.622;[213] keepalive
2025-08-31;14:22:23.921;[123] PING;14:22:24.516;[214/123] PONG (2)
2025-08-31;14:22:25.490;[124] PING;14:22:25.914;[215/124] PONG (2)
2025-08-31;;;14:22:27.623;[216] keepalive
2025-08-31;14:22:28.175;[125] PING;14:22:28.291;[216/125] PONG (2)
2025-08-31;14:22:28.834;[126] PING;14:22:30.836;(таймаут)
2025-08-31;;;14:22:32.625;[218] keepalive
2025-08-31;14:22:31.793;[127] PING;14:22:32.625;[218/127] PONG (2)
2025-08-31;14:22:33.721;[128] PING;14:22:34.014;[219/128] PONG (2)
2025-08-31;14:22:35.783;[129] PING;14:22:36.453;[220/129] PONG (2)
2025-08-31;;;14:22:37.626;[221] keepalive
2025-08-31;14:22:36.940;[130] PING;14:22:37.646;[221/130] PONG (2)
